year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age,distance below 30k km,new and less used,inv_car_price,inv_car_dist,inv_car_age,inv_brand,std_invprice,std_invdistance_travelled,std_invrank,best_buy1,best_buy2
2018,Hyundai,Hyundai Creta SX 1.6 CRDi (O),Creta,1395000,55627,Diesel,Bangalore,14,3,0,0,7.17E-07,1.80E-05,0.333333333,0.071428571,0.040724314,0.005851463,0.059821429,14.25525622,0
2021,MG,MG Hector Sharp 2.0 Diesel [2019-2020],Hector,2150000,10860,Diesel,Bangalore,81,0,1,1,4.65E-07,9.21E-05,inf,0.012345679,0.024924036,0.031799411,0,0,0
2017,Hyundai,Hyundai Creta 1.6 S Plus AT,Creta,1345000,52165,Diesel,Bangalore,14,4,0,0,7.43E-07,1.92E-05,0.25,0.071428571,0.04239696,0.006269219,0.059821429,15.90028625,0
2018,Hyundai,Hyundai Creta 1.6 SX Plus AT Petrol,Creta,1395000,36412,Petrol,Bangalore,14,3,0,0,7.17E-07,2.75E-05,0.333333333,0.071428571,0.040724314,0.009173242,0.059821429,22.34772947,0
2018,Hyundai,Hyundai Creta SX 1.6 CRDi (O),Creta,1395000,55692,Diesel,Bangalore,14,3,0,0,7.17E-07,1.80E-05,0.333333333,0.071428571,0.040724314,0.005844116,0.059821429,14.23735816,0
2017,Hyundai,Hyundai Creta 1.6 SX Plus Petrol,Creta,1145000,61252,Petrol,Bangalore,14,4,0,0,8.73E-07,1.63E-05,0.25,0.071428571,0.050548369,0.005273397,0.059821429,15.94609809,0
2017,Hyundai,Hyundai Creta SX Plus 1.6 Petrol,Creta,1175000,31663,Petrol,Bangalore,14,4,0,0,8.51E-07,3.16E-05,0.25,0.071428571,0.049148754,0.010615577,0.059821429,31.2113739,0
2017,Fiat,Fiat Avventura Emotion Multijet 1.3,Avventura,740000,15440,Diesel,Bangalore,43,4,1,1,1.35E-06,6.48E-05,0.25,0.023255814,0.080550234,0.022235207,0.011046512,19.78486703,19.78486703
2020,Mahindra,Mahindra Thar LX 4-STR Hard Top Diesel MT,Thar,1685000,10035,Diesel,Bangalore,24,1,1,1,5.93E-07,9.97E-05,1,0.041666667,0.032980511,0.034450152,0.0296875,33.73045084,33.73045084
2013,Hyundai,Hyundai i10 Era 1.1 iRDE2 [2010-2017],i10,335000,45654,Petrol,Bangalore,14,8,0,0,2.99E-06,2.19E-05,0.125,0.071428571,0.183093924,0.007226524,0.059821429,79.1516808,0
2017,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,410000,13839,Petrol,Bangalore,15,4,1,1,2.44E-06,7.23E-05,0.25,0.066666667,0.148820062,0.02485882,0.055,203.4720136,203.4720136
2015,Nissan,Nissan Micra Active XL,Micra,465000,13123,Petrol,Bangalore,11,6,1,0,2.15E-06,7.62E-05,0.166666667,0.090909091,0.130712653,0.026239318,0.079545455,272.8258617,0
2018,Maruti Suzuki,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Eeco,435000,41581,Petrol,Bangalore,32,3,0,0,2.30E-06,2.40E-05,0.333333333,0.03125,0.140021791,0.007977802,0.019140625,21.38134506,0
2013,Hyundai,Hyundai Eon D-Lite,Eon,290000,35421,Petrol,Bangalore,14,8,0,0,3.45E-06,2.82E-05,0.125,0.071428571,0.212167614,0.009442289,0.059821429,119.8431384,0
2016,Honda,Honda Jazz S MT [2015-2016],Jazz,580000,44814,Petrol,Bangalore,7,5,0,0,1.72E-06,2.23E-05,0.2,0.142857143,0.10394888,0.007370287,0.132142857,101.2390094,0
2016,Hyundai,Hyundai Fluidic Verna 4S 1.6 VTVT S,Fluidic,699000,42811,Petrol,Bangalore,14,5,0,0,1.43E-06,2.34E-05,0.2,0.071428571,0.085525375,0.007735858,0.059821429,39.5785857,0
2016,Maruti Suzuki,Maruti Suzuki Ciaz ZXi AT,Ciaz,750000,45949,Petrol,Bangalore,32,5,0,0,1.33E-06,2.18E-05,0.2,0.03125,0.0794193,0.007177283,0.019140625,10.9104387,0
2015,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi,Alto,375000,18760,Petrol,Bangalore,32,6,1,0,2.67E-06,5.33E-05,0.166666667,0.03125,0.163108454,0.018221751,0.019140625,56.88826693,0
2015,Maruti Suzuki,Maruti Suzuki Ciaz ZXI+,Ciaz,699000,74541,Petrol,Bangalore,32,6,0,0,1.43E-06,1.34E-05,0.166666667,0.03125,0.085525375,0.004254249,0.019140625,6.964245063,0
2016,Hyundai,Hyundai Fluidic Verna 4S 1.6 VTVT S,Fluidic,699000,42811,Petrol,Bangalore,14,5,0,0,1.43E-06,2.34E-05,0.2,0.071428571,0.085525375,0.007735858,0.059821429,39.5785857,0
2016,Maruti Suzuki,Maruti Suzuki Ciaz ZXi AT,Ciaz,750000,45949,Petrol,Bangalore,32,5,0,0,1.33E-06,2.18E-05,0.2,0.03125,0.0794193,0.007177283,0.019140625,10.9104387,0
2015,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi,Alto,375000,18760,Petrol,Bangalore,32,6,1,0,2.67E-06,5.33E-05,0.166666667,0.03125,0.163108454,0.018221751,0.019140625,56.88826693,0
2013,Hyundai,Hyundai i10 Era 1.1 iRDE2 [2010-2017],i10,335000,45654,Petrol,Bangalore,14,8,0,0,2.99E-06,2.19E-05,0.125,0.071428571,0.183093924,0.007226524,0.059821429,79.1516808,0
2017,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,410000,13839,Petrol,Bangalore,15,4,1,1,2.44E-06,7.23E-05,0.25,0.066666667,0.148820062,0.02485882,0.055,203.4720136,203.4720136
2014,Renault,Renault Pulse RxZ Airbags,Pulse,435000,63756,Diesel,Bangalore,15,7,0,0,2.30E-06,1.57E-05,0.142857143,0.066666667,0.140021791,0.005048878,0.055,38.8824138,0
2016,Volkswagen,Volkswagen Cross Polo 1.5 TDI,Cross,685000,36321,Diesel,Bangalore,3,5,0,0,1.46E-06,2.75E-05,0.2,0.333333333,0.087360606,0.009197335,0.325,261.1325579,0
2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta,Baleno,690000,70256,Petrol,Bangalore,32,3,0,0,1.45E-06,1.42E-05,0.333333333,0.03125,0.086696618,0.004540755,0.019140625,7.535052916,0
2015,Maruti Suzuki,Maruti Suzuki Celerio ZXi AMT [2019-2020],Celerio,470000,35153,Petrol,Bangalore,32,6,0,0,2.13E-06,2.84E-05,0.166666667,0.03125,0.129276668,0.009517655,0.019140625,23.55082959,0
2017,Tata,Tata Tiago Revotron XZ,Tiago,590000,8081,Petrol,Bangalore,40,4,1,1,1.69E-06,0.000123747,0.25,0.025,0.102114664,0.042887434,0.0128125,56.11152265,56.11152265
2015,Maruti Suzuki,Maruti Suzuki Ciaz ZXI+,Ciaz,699000,74541,Petrol,Bangalore,32,6,0,0,1.43E-06,1.34E-05,0.166666667,0.03125,0.085525375,0.004254249,0.019140625,6.964245063,0
2018,Maruti Suzuki,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Eeco,435000,41581,Petrol,Bangalore,32,3,0,0,2.30E-06,2.40E-05,0.333333333,0.03125,0.140021791,0.007977802,0.019140625,21.38134506,0
2014,Maruti Suzuki,Maruti Suzuki Celerio VXi AMT,Celerio,400000,46160,Petrol,Bangalore,32,7,0,0,2.50E-06,2.17E-05,0.142857143,0.03125,0.15264731,0.007142449,0.019140625,20.86855621,0
2018,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,445000,22795,Petrol,Bangalore,15,3,1,1,2.25E-06,4.39E-05,0.333333333,0.066666667,0.136779282,0.014917816,0.055,112.2246455,112.2246455
2017,Maruti Suzuki,Maruti Suzuki Celerio VXi [2017-2019],Celerio,485000,20894,Petrol,Bangalore,32,4,1,1,2.06E-06,4.79E-05,0.25,0.03125,0.125146364,0.016315411,0.019140625,39.08160249,39.08160249
2014,Hyundai,Hyundai Elite i20 Sportz 1.2 (O),Elite,599000,75447,Petrol,Bangalore,14,7,0,0,1.67E-06,1.33E-05,0.142857143,0.071428571,0.100516232,0.00419784,0.059821429,25.2417148,0
2019,Maruti Suzuki,Maruti Suzuki Alto K10 VXi,Alto,440000,16067,Petrol,Bangalore,32,2,1,1,2.27E-06,6.22E-05,0.5,0.03125,0.138382113,0.021350201,0.019140625,56.55070833,56.55070833
2016,Maruti Suzuki,Maruti Suzuki Swift VXi [2014-2017],Swift,560000,59117,Petrol,Bangalore,32,5,0,0,1.79E-06,1.69E-05,0.2,0.03125,0.107813834,0.005479853,0.019140625,11.30835633,0
2015,Nissan,Nissan Micra Active XL,Micra,465000,13123,Petrol,Bangalore,11,6,1,0,2.15E-06,7.62E-05,0.166666667,0.090909091,0.130712653,0.026239318,0.079545455,272.8258617,0
2018,Hyundai,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],Grand,585000,68838,Petrol,Bangalore,14,3,0,0,1.71E-06,1.45E-05,0.333333333,0.071428571,0.103023933,0.00464342,0.059821429,28.61757969,0
2016,Mahindra,Mahindra KUV100 K6 D 5 STR [2016-2017],KUV100,485000,62006,Diesel,Bangalore,24,5,0,0,2.06E-06,1.61E-05,0.2,0.041666667,0.125146364,0.005203883,0.0296875,19.33389476,0
2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta,Baleno,690000,70256,Petrol,Bangalore,32,3,0,0,1.45E-06,1.42E-05,0.333333333,0.03125,0.086696618,0.004540755,0.019140625,7.535052916,0
2016,Hyundai,Hyundai i20 Active 1.2 SX,i20,745000,24301,Petrol,Bangalore,14,5,1,0,1.34E-06,4.12E-05,0.2,0.071428571,0.079980972,0.013965849,0.059821429,66.82066547,0
2017,Volkswagen,Volkswagen Polo Comfortline 1.2L (P),Polo,610000,44482,Petrol,Bangalore,3,4,0,0,1.64E-06,2.25E-05,0.25,0.333333333,0.098626647,0.007428604,0.325,238.1139617,0
2017,Volkswagen,Volkswagen Polo Comfortline 1.2L (P),Polo,610000,44482,Petrol,Bangalore,3,4,0,0,1.64E-06,2.25E-05,0.25,0.333333333,0.098626647,0.007428604,0.325,238.1139617,0
2018,Toyota,Toyota Yaris J CVT [2018-2020],Yaris,870000,14122,Petrol,Bangalore,1,3,1,1,1.15E-06,7.08E-05,0.333333333,1,0.067875968,0.024351776,1,1652.900351,1652.900351
2015,Hyundai,Hyundai Elite i20 Magna 1.2,Elite,569000,13065,Petrol,Bangalore,14,6,1,0,1.76E-06,7.65E-05,0.166666667,0.071428571,0.106040982,0.026357771,0.059821429,167.2011254,0
2018,Renault,Renault Duster RXS CVT,Duster,950000,22581,Petrol,Bangalore,15,3,1,1,1.05E-06,4.43E-05,0.333333333,0.066666667,0.06180053,0.015063392,0.055,51.20090919,51.20090919
2015,Renault,Renault Kwid RXT [2015-2019],Kwid,340000,54806,Petrol,Bangalore,15,6,0,0,2.94E-06,1.82E-05,0.166666667,0.066666667,0.180338574,0.005945758,0.055,58.97372685,0
2019,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1290000,149313,Diesel,Bangalore,24,2,0,0,7.75E-07,6.70E-06,0.5,0.041666667,0.04438663,0.001901874,0.0296875,2.506152526,0
2018,Renault,Renault Duster RXS CVT,Duster,950000,22586,Petrol,Bangalore,15,3,1,1,1.05E-06,4.43E-05,0.333333333,0.066666667,0.06180053,0.015059959,0.055,51.18924101,51.18924101
2020,Renault,Renault Triber RXZ [2019-2020],Triber,745000,5681,Petrol,Bangalore,15,1,1,1,1.34E-06,0.000176025,1,0.066666667,0.079980972,0.061192945,0.055,269.1849147,269.1849147
2017,Renault,Renault Duster 110 PS RxZ AWD,Duster,999000,57800,Diesel,Bangalore,15,4,0,0,1.00E-06,1.73E-05,0.25,0.066666667,0.058559841,0.005614813,0.055,18.0841403,0
2017,Renault,Renault Duster 110 PS RXZ 4X2 MT Diesel,Duster,999000,57800,Diesel,Bangalore,15,4,0,0,1.00E-06,1.73E-05,0.25,0.066666667,0.058559841,0.005614813,0.055,18.0841403,0
2014,Honda,Honda City SV,City,625000,55000,Petrol,Bangalore,7,7,0,0,1.60E-06,1.82E-05,0.142857143,0.142857143,0.096157131,0.005923223,0.132142857,75.26329756,0
2014,Honda,Honda City SV,City,625000,55000,Petrol,Bangalore,7,7,0,0,1.60E-06,1.82E-05,0.142857143,0.142857143,0.096157131,0.005923223,0.132142857,75.26329756,0
2020,MG,MG Hector Sharp 1.5 DCT Petrol [2019-2020],Hector,1890000,5697,Petrol,Bangalore,81,1,1,1,5.29E-07,0.000175531,1,0.012345679,0.028940127,0.06101984,0,0,0
2015,Hyundai,Hyundai Elite i20 Magna 1.2,Elite,569000,13065,Petrol,Bangalore,14,6,1,0,1.76E-06,7.65E-05,0.166666667,0.071428571,0.106040982,0.026357771,0.059821429,167.2011254,0
2014,Honda,Honda City SV,City,625000,55000,Petrol,Bangalore,7,7,0,0,1.60E-06,1.82E-05,0.142857143,0.142857143,0.096157131,0.005923223,0.132142857,75.26329756,0
2018,Renault,Renault Duster RXS CVT,Duster,950000,22586,Petrol,Bangalore,15,3,1,1,1.05E-06,4.43E-05,0.333333333,0.066666667,0.06180053,0.015059959,0.055,51.18924101,51.18924101
2014,Toyota,Toyota Corolla Altis 1.8 VL AT,Corolla,1195000,37411,Petrol,Bangalore,1,7,0,0,8.37E-07,2.67E-05,0.142857143,1,0.048254719,0.008916449,1,430.2607663,0
2016,Hyundai,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],i10,425000,35406,Petrol,Bangalore,14,5,0,0,2.35E-06,2.82E-05,0.2,0.071428571,0.143416889,0.009446477,0.059821429,81.04513751,0
2017,Tata,Tata Nexon XZ Plus Diesel,Nexon,915000,66078,Diesel,Bangalore,40,4,0,0,1.09E-06,1.51E-05,0.25,0.025,0.064327813,0.004855884,0.0128125,4.002219965,0
2017,Tata,Tata Tigor Revotron XZA,Tigor,545000,47265,Petrol,Bangalore,40,4,0,0,1.83E-06,2.12E-05,0.25,0.025,0.110898707,0.006965104,0.0128125,9.89664498,0
2015,Hyundai,Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],Grand,535000,58671,Petrol,Bangalore,14,6,0,0,1.87E-06,1.70E-05,0.166666667,0.071428571,0.11305139,0.005524878,0.059821429,37.36417483,0
2017,Tata,Tata Nexon XZ Plus Diesel,Nexon,915000,66078,Diesel,Bangalore,40,4,0,0,1.09E-06,1.51E-05,0.25,0.025,0.064327813,0.004855884,0.0128125,4.002219965,0
2013,Hyundai,Hyundai i20 Sportz 1.2 BS-IV,i20,460000,39780,Petrol,Bangalore,14,8,0,0,2.17E-06,2.51E-05,0.125,0.071428571,0.132179854,0.008359057,0.059821429,66.096629,0
2016,Hyundai,Hyundai Elite i20 Sportz 1.2 [2016-2017],Elite,550000,85871,Petrol,Bangalore,14,5,0,0,1.82E-06,1.16E-05,0.2,0.071428571,0.10985172,0.003634453,0.059821429,23.88376312,0
2016,Hyundai,Hyundai Elite i20 Sportz 1.2 [2016-2017],Elite,550000,85871,Petrol,Bangalore,14,5,0,0,1.82E-06,1.16E-05,0.2,0.071428571,0.10985172,0.003634453,0.059821429,23.88376312,0
2014,Toyota,Toyota Corolla Altis 1.8 VL AT,Corolla,1195000,37411,Petrol,Bangalore,1,7,0,0,8.37E-07,2.67E-05,0.142857143,1,0.048254719,0.008916449,1,430.2607663,0
2016,Hyundai,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],i10,425000,35406,Petrol,Bangalore,14,5,0,0,2.35E-06,2.82E-05,0.2,0.071428571,0.143416889,0.009446477,0.059821429,81.04513751,0
2017,Tata,Tata Nexon XZ Plus Diesel,Nexon,915000,66078,Diesel,Bangalore,40,4,0,0,1.09E-06,1.51E-05,0.25,0.025,0.064327813,0.004855884,0.0128125,4.002219965,0
2016,Mahindra,Mahindra TUV300 T8,TUV300,745000,55946,Diesel,Bangalore,24,5,0,0,1.34E-06,1.79E-05,0.2,0.041666667,0.079980972,0.005815571,0.0296875,13.80869628,0
2016,Mahindra,Mahindra TUV300 T8,TUV300,745000,55946,Diesel,Bangalore,24,5,0,0,1.34E-06,1.79E-05,0.2,0.041666667,0.079980972,0.005815571,0.0296875,13.80869628,0
2015,Volkswagen,Volkswagen Vento TSI,Vento,725000,48987,Petrol,Bangalore,3,6,0,0,1.38E-06,2.04E-05,0.166666667,0.333333333,0.082305133,0.006704685,0.325,179.3447501,0
2016,Audi,Audi Q3 35 TDI Premium + Sunroof,Q3,2575000,40786,Diesel,Bangalore,10,5,0,0,3.88E-07,2.45E-05,0.2,0.1,0.020105627,0.008141945,0.08875,14.52827858,0
2018,Volkswagen,Volkswagen Polo Comfortline 1.2L (P),Polo,725000,31000,Petrol,Bangalore,3,3,0,0,1.38E-06,3.23E-05,0.333333333,0.333333333,0.082305133,0.010852092,0.325,290.2844465,0
2012,Honda,Honda Brio S MT,Brio,355000,61409,Petrol,Bangalore,7,9,0,0,2.82E-06,1.63E-05,0.111111111,0.142857143,0.172538218,0.005258782,0.132142857,119.8986196,0
2013,Maruti Suzuki,Maruti Suzuki Ertiga ZDi,Ertiga,650000,45082,Diesel,Bangalore,32,8,0,0,1.54E-06,2.22E-05,0.125,0.03125,0.092294554,0.007323837,0.019140625,12.93811152,0
2012,BMW,BMW X3 xDrive20d,X3,1850000,103000,Diesel,Bangalore,4,9,0,0,5.41E-07,9.71E-06,0.111111111,0.25,0.029658181,0.00295633,0.240625,21.09784864,0
2015,Ford,Ford EcoSport Titanium 1.5 TDCi,EcoSport,625000,83378,Diesel,Bangalore,8,6,0,0,1.60E-06,1.20E-05,0.166666667,0.125,0.096157131,0.003756376,0.1140625,41.19964439,0
2019,BMW,BMW X1 sDrive20d Expedition,X1,3785000,17800,Diesel,Bangalore,4,2,1,1,2.64E-07,5.62E-05,0.5,0.25,0.012313201,0.019228402,0.240625,56.97114028,56.97114028
2015,Hyundai,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,Grand,489000,63900,Petrol,Bangalore,14,6,0,0,2.04E-06,1.56E-05,0.166666667,0.071428571,0.124087744,0.005036502,0.059821429,37.38648649,0
2018,Hyundai,Hyundai Grand i10 Sportz AT 1.2 Kappa VTVT,Grand,625000,41850,Petrol,Bangalore,14,3,0,0,1.60E-06,2.39E-05,0.333333333,0.071428571,0.096157131,0.007923674,0.059821429,45.57901107,0
2019,Jeep,Jeep Compass Trailhawk 2.0 4x4,Compass,2750000,24743,Diesel,Bangalore,19,2,1,1,3.64E-07,4.04E-05,0.5,0.052631579,0.01855446,0.01370845,0.040789474,10.37492062,10.37492062
2017,Tata,Tata Nexon XZ Plus Diesel,Nexon,915000,66078,Diesel,Bangalore,40,4,0,0,1.09E-06,1.51E-05,0.25,0.025,0.064327813,0.004855884,0.0128125,4.002219965,0
2014,Hyundai,Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],Grand,485000,57362,Petrol,Bangalore,14,7,0,0,2.06E-06,1.74E-05,0.142857143,0.071428571,0.125146364,0.00566107,0.059821429,42.38123176,0
2010,Hyundai,Hyundai i20 Magna 1.2,i20,310000,64321,Petrol,Bangalore,14,11,0,0,3.23E-06,1.55E-05,0.090909091,0.071428571,0.198203906,0.005000635,0.059821429,59.29173539,0
2010,Hyundai,Hyundai i20 Magna 1.2,i20,310000,64321,Petrol,Bangalore,14,11,0,0,3.23E-06,1.55E-05,0.090909091,0.071428571,0.198203906,0.005000635,0.059821429,59.29173539,0
2017,Tata,Tata Tigor Revotron XZA,Tigor,545000,47265,Petrol,Bangalore,40,4,0,0,1.83E-06,2.12E-05,0.25,0.025,0.110898707,0.006965104,0.0128125,9.89664498,0
2013,Hyundai,Hyundai i20 Sportz 1.2 BS-IV,i20,460000,39780,Petrol,Bangalore,14,8,0,0,2.17E-06,2.51E-05,0.125,0.071428571,0.132179854,0.008359057,0.059821429,66.096629,0
2010,Hyundai,Hyundai i20 Magna 1.2,i20,310000,64321,Petrol,Bangalore,14,11,0,0,3.23E-06,1.55E-05,0.090909091,0.071428571,0.198203906,0.005000635,0.059821429,59.29173539,0
2017,Tata,Tata Tigor Revotron XZA,Tigor,545000,47265,Petrol,Bangalore,40,4,0,0,1.83E-06,2.12E-05,0.25,0.025,0.110898707,0.006965104,0.0128125,9.89664498,0
2013,Hyundai,Hyundai i20 Sportz 1.2 BS-IV,i20,460000,39780,Petrol,Bangalore,14,8,0,0,2.17E-06,2.51E-05,0.125,0.071428571,0.132179854,0.008359057,0.059821429,66.096629,0
2018,Maruti Suzuki,Maruti Suzuki Swift VXi AMT [2018-2019],Swift,745000,14510,Petrol,Bangalore,32,3,1,1,1.34E-06,6.89E-05,0.333333333,0.03125,0.079980972,0.023688753,0.019140625,36.26477491,36.26477491
2016,Hyundai,Hyundai Elite i20 Sportz 1.2 [2016-2017],Elite,550000,85871,Petrol,Bangalore,14,5,0,0,1.82E-06,1.16E-05,0.2,0.071428571,0.10985172,0.003634453,0.059821429,23.88376312,0
2017,Audi,Audi Q3 35 TDI Premium + Sunroof,Q3,2685000,59540,Diesel,Bangalore,10,4,0,0,3.72E-07,1.68E-05,0.25,0.1,0.019107004,0.005437772,0.08875,9.221083811,0
2015,Renault,Renault Lodgy 85 PS RXZ [2015-2016],Lodgy,675000,54174,Diesel,Bangalore,15,6,0,0,1.48E-06,1.85E-05,0.166666667,0.066666667,0.088718095,0.006020293,0.055,29.375991,0
2015,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,675000,69304,Diesel,Bangalore,32,6,0,0,1.48E-06,1.44E-05,0.166666667,0.03125,0.088718095,0.004609218,0.019140625,7.827003643,0
2009,Honda,Honda City 1.5 S MT,City,395000,47957,Petrol,Bangalore,7,12,0,0,2.53E-06,2.09E-05,0.083333333,0.142857143,0.154633603,0.006858205,0.132142857,140.1386851,0
2019,Honda,Honda City ZX Petrol [2019-2019],City,1125000,15593,Petrol,Bangalore,7,2,1,1,8.89E-07,6.41E-05,0.5,0.142857143,0.051522915,0.022012684,0.132142857,149.8708304,149.8708304
2012,Mahindra,Mahindra XUV500 W8,XUV500,745000,79960,Diesel,Bangalore,24,9,0,0,1.34E-06,1.25E-05,0.111111111,0.041666667,0.079980972,0.003935894,0.0296875,9.345525758,0
2015,Audi,Audi Q5 3.0 TDI quattro Premium Plus,Q5,3000000,85000,Diesel,Bangalore,10,6,0,0,3.33E-07,1.18E-05,0.166666667,0.1,0.016652434,0.003676238,0.08875,5.433124712,0
2017,Hyundai,Hyundai i20 Active 1.2 SX,i20,700000,37640,Petrol,Bangalore,14,4,0,0,1.43E-06,2.66E-05,0.25,0.071428571,0.085397096,0.008859506,0.059821429,45.25946048,0
2017,Hyundai,Hyundai Elite i20 Sportz 1.2,Elite,650000,40977,Petrol,Bangalore,14,4,0,0,1.54E-06,2.44E-05,0.25,0.071428571,0.092294554,0.008101928,0.059821429,44.73230274,0
2018,Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,C-Class,3975000,18000,Diesel,Bangalore,2,3,1,1,2.52E-07,5.56E-05,0.333333333,0.5,0.011520552,0.019009829,0.49375,108.1330831,108.1330831
2016,Maruti Suzuki,Maruti Suzuki Swift VDi [2014-2017],Swift,625000,66000,Diesel,Bangalore,32,5,0,0,1.60E-06,1.52E-05,0.2,0.03125,0.096157131,0.004862146,0.019140625,8.94881738,0
2019,Mahindra,Mahindra Scorpio S11 2WD 7 STR,Scorpio,1500000,70000,Diesel,Bangalore,24,2,0,0,6.67E-07,1.43E-05,0.5,0.041666667,0.037574722,0.004558982,0.0296875,5.085542282,0
2019,MG,MG Hector Sharp 1.5 DCT Petrol [2019-2020],Hector,1795000,39000,Petrol,Bangalore,81,2,0,0,5.57E-07,2.56E-05,0.5,0.012345679,0.030697759,0.008535102,0,0,0
2021,MG,MG Hector Super Hybrid 1.5 Petrol [2019-2020],Hector,2100000,3000,Hybrid,Bangalore,81,0,1,1,4.76E-07,0.000333333,inf,0.012345679,0.025619129,0.116275143,0,0,0
2017,Maruti Suzuki,Maruti Suzuki Alto 800 Vxi,Alto,345000,42305,Petrol,Bangalore,32,4,0,0,2.90E-06,2.36E-05,0.25,0.03125,0.17766309,0.007833686,0.019140625,26.6390975,0
2016,Hyundai,Hyundai i20 Active 1.2 SX,i20,745000,24301,Petrol,Bangalore,14,5,1,0,1.34E-06,4.12E-05,0.2,0.071428571,0.079980972,0.013965849,0.059821429,66.82066547,0
2018,Maruti Suzuki,Maruti Suzuki Baleno Delta 1.2,Baleno,699000,37422,Petrol,Bangalore,32,3,0,0,1.43E-06,2.67E-05,0.333333333,0.03125,0.085525375,0.008913698,0.019140625,14.59180551,0
2015,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi,Alto,325000,18760,Petrol,Bangalore,32,6,1,0,3.08E-06,5.33E-05,0.166666667,0.03125,0.188858963,0.018221751,0.019140625,65.86941902,0
2012,Honda,Honda Jazz S,Jazz,405000,52616,Petrol,Bangalore,7,9,0,0,2.47E-06,1.90E-05,0.111111111,0.142857143,0.150710061,0.006211683,0.132142857,123.7072704,0
2016,Maruti Suzuki,Maruti Suzuki Ciaz ZXi AT,Ciaz,750000,45949,Petrol,Bangalore,32,5,0,0,1.33E-06,2.18E-05,0.2,0.03125,0.0794193,0.007177283,0.019140625,10.9104387,0
2016,Chevrolet,Chevrolet Beat LS Petrol,Beat,340000,63708,Petrol,Bangalore,12,5,0,0,2.94E-06,1.57E-05,0.2,0.083333333,0.180338574,0.005053016,0.071875,65.49636288,0
2013,Hyundai,Hyundai i10 Era 1.1 iRDE2 [2010-2017],i10,335000,45654,Petrol,Bangalore,14,8,0,0,2.99E-06,2.19E-05,0.125,0.071428571,0.183093924,0.007226524,0.059821429,79.1516808,0
2016,Maruti Suzuki,Maruti Suzuki Celerio ZXi,Celerio,475000,54807,Petrol,Bangalore,32,5,0,0,2.11E-06,1.82E-05,0.2,0.03125,0.127870916,0.005945642,0.019140625,14.55213205,0
2014,Nissan,Nissan Micra XV CVT [2016-2017],Micra,475000,61604,Petrol,Bangalore,11,7,0,0,2.11E-06,1.62E-05,0.142857143,0.090909091,0.127870916,0.005240733,0.079545455,53.30637955,0
2017,Renault,Renault Kwid 1.0 RXL AMT [2017-2019],Kwid,410000,13839,Petrol,Bangalore,15,4,1,1,2.44E-06,7.23E-05,0.25,0.066666667,0.148820062,0.02485882,0.055,203.4720136,203.4720136
2019,Kia,Kia Seltos GTX Plus 1.4 [2020-2021],Seltos,1550000,21152,Petrol,Bangalore,20,2,1,1,6.45E-07,4.73E-05,0.5,0.05,0.036224897,0.016110998,0.038125,22.2504845,22.2504845
2010,Hyundai,Hyundai i10 Magna 1.2 AT,i10,265000,90818,Petrol,Bangalore,14,11,0,0,3.77E-06,1.10E-05,0.090909091,0.071428571,0.232586243,0.003412335,0.059821429,47.47801067,0
2014,Renault,Renault Pulse RxZ Airbags,Pulse,435000,63756,Diesel,Bangalore,15,7,0,0,2.30E-06,1.57E-05,0.142857143,0.066666667,0.140021791,0.005048878,0.055,38.8824138,0
2016,Maruti Suzuki,Maruti Suzuki Ciaz ZXi AT,Ciaz,750000,45949,Petrol,Bangalore,32,5,0,0,1.33E-06,2.18E-05,0.2,0.03125,0.0794193,0.007177283,0.019140625,10.9104387,0
2017,Ford,Ford Aspire Titanium1.5 TDCi,Aspire,675000,41917,Diesel,Bangalore,8,4,0,0,1.48E-06,2.39E-05,0.25,0.125,0.088718095,0.007910301,0.1140625,80.04755849,0
2016,Volkswagen,Volkswagen Cross Polo 1.5 TDI,Cross,685000,36321,Diesel,Bangalore,3,5,0,0,1.46E-06,2.75E-05,0.2,0.333333333,0.087360606,0.009197335,0.325,261.1325579,0
